text,sentiment
adewale akinnuoyeagbaje who write direct and experience like farming first hand deliver searin account of racism dis youngster dem encounter before get horrible bog down for overextend skinhead drama,Negative
e no worth anybodi time  dis film na disappoint and e no worth anybodi time or money,Negative
e no dey recommend e no succeed in provide near di same level of satisfy necessary to make dis kain film worth sit through,Negative
slow drama,Negative
absolute not recommend for sophisticate people,Negative
no i will not please naija filmmaker no be everytin suppose dey funny i beg you  dat na such let down people such let down,Negative
a rush redeem montage toward di film end is present as ick aspire,Negative
dis na tori of pain wait and hope but e dey sometime confuse,Negative
i appreciate di attempt at efficient but witout get some sense of di character we dey deal wit  and dia relation wit dem sef notin get any resonance and e dey hard to follow wetin dey go on,Negative
e no worth anypesin time  dis film na disappoint and e no worth anypesin time wit money,Negative
di film no get redeem quality,Negative
toriline dey poor plot develop wit dialogue both bad,Negative
absolute rubbish    i always dey up to hunt for gud rom com to watch wit my wife dis get review score over 6 so we give am a crack we literally stop watch it after 10 minute rubbish actin be like cringe worth actin i no no wu review dis wit high score in di past but e no worth di watch di actin just that bad join di story as far as watin we watch just terrible bgrade stuff,Negative
the room by tommy wiseau na beta film pass dis,Negative
na waste of time     na waste of time di three star na my way to support new star,Negative
heavens hell no just dey sweet,Negative
di film no get subplot wey fit follow,Negative
aaaarrrghh,Negative
wit unfocuse script bland actin and dialogue wey dey most unintelligent midnight crew dey nowhere near  funny or whatchable as di producer probably tink e be,Negative
im dey do witnes for lack of growth for di yoruba film subsector ajibade shameless highlight every yoruba film trope handicap  letdown,Negative
i dey force to comment,Negative
love love bird e lack any original substance or thought,Negative
big fat lie no just no funny na terrible sub standard too,Negative
di beta bad dem name am gud,Negative
guyman dey special e dey special stupid,Negative
continuity na major issue,Negative
naija suppose learn how to take do film,Negative
up set,Negative
di one show di rich religious side of nigeria but di pipu and lagos too fine  i no know why i watch everything,Negative
nobody suppose see this ghetto bred not with money wey dem work for,Negative
connection and transition plenty wey no dey smooth and e no dey realistic,Negative
di book dey attractive pass the way dem interpret am  ,Negative
now wey i get moneyi no kon dey happy wetin kon be the meaning of the money,Negative
di movie no sweet but e dey educatingthis movie dey very boring but e still dey educating,Negative
di acting dey very poor di story no too clear for my side di mama na the best actor ,Negative
di tin wey dey pain pass na if movie like comedey movie long for like one hour and pesin no still laff at all na wetin boss of all bosses dey offer be that,Negative
na something wey no true dey extravagant and dey loud kom dey too obvious,Negative
chief daddy 2 fail wella to take deliver quality ,Negative
dey talk bad joke for bad way i hate am make pipu dey make am too obvious to dey make person laff ,Negative
di island no make sense e dey sterile and e dey wacky,Negative
 you fit find am ,Negative
 director biyi bandele don adapt di book wey dey superb and e dey unpleasant but di film don overblow and hin shy away from showing di true horrors of di war and hin dey poor for iot,Negative
na little tin dey go on for di final product other than good intentions as jeta amata dey always reach the right button to push,Negative
if you wan choose to rush am for hin current blockbusterfor two thousand five hundred naira dem further recommend am say make u no use am drink,Negative
i no know wetin the executioner mean for the mind of di producers but this this one no be movie ,Negative
the story dey important e too long the acting too poor,Negative
i no fit believe say this tin boring,Negative
nollywood get faintest idea to do good films e make laff sha  ,Negative
some bad film get some kain qualities wey go make di watching no dey stressful,Negative
ok this movie go be st but no be like thatyou fit just imagine how weak and watery di script of di movie be,Negative
dem no dey too talk about am but na unskillful story wey dey talk about moral and hin dey developed,Negative
mumu tv show ever  i just tire oh when dem go cancel this show,Negative
na real story dey dere but dem no writedo am well as e suppose be,Negative
anybodi wey write this movie script suppose chop beating,Negative
e get good plot di performance terrible,Negative
as dem dey talk for suga suga no dey exciting and e dey pedestrian,Negative
knock out blessing na another example of movie for upcoming filmmakers no be for everybodi,Negative
toyin abraham and beverly osu go take new role for 2022 in jesus name i don tire to dey see dem do di same tin everytime,Negative
some inspired visuals but cinematography dey very poor and e no dey composed,Negative
i no fit recommend am esohe dey too stressful pass make e dey fun,Negative
na very quick pace but tins no too dey come together jare,Negative
e dey repetitive you no fit imagine am e dey childish,Negative
na di worst adaptation be this,Negative
small chops na one sweet stupid movie movie wey no worth make dem pay for di premium normall normal dem suppose drop this movie fpr iroko tv no be for cinema as we dey follow di established formula wey pipu wey dey do fake movie dey use am where dem go employ plenti comedians wey everybodi love to cover di delay for di movie and their own as dem no get talent small chops prove say one tin get di same result as somethimg else hin be two movies in one,Negative
nice try but e too boring idia aisien make am easy too,Negative
sad story  and dem no still talk am well,Negative
i know say na nollywood but di film no good at all e dey annoying,Negative
divorce no dey allowed na another comedy wey dem dey force do wey dem dey try comot laff out with material wey don old and foolish you go leave with headache,Negative
di movie get many suprises wey no get connection to anything,Negative
swallow talk deep societal mata for surface level,Negative
most of di interior shots get poor lighting,Negative
bad mess of illogical scene wey dey involve in an arrant foolishness funny dialogue storytelling wey no be professional and di acting dey very horrible,Negative
di story line dey loose  di comedy dry,Negative
if unnecessary na movie na hin be this,Negative
if you no get anytin nice to talk no talk anytin at all so i go talk this     hin still make attempt,Negative
the main frustration for this film adaptation but e just dey irregular and irregular and careless realised,Negative
e no suppose dey for cinemas,Negative
di problem wey dey for zena be say hin too boring di story wey hin tell dey too basic to remember,Negative
finally dem kill di case with overacting and useless fakeness,Negative
di movie bad and e no make sense,Negative
di acting poor,Negative
i stop to dey watch am wen di world health organisation worker dey follow hin self talk about  the beautiful man to di doctor we don dey infected who dey write that kain nonesense ,Negative
true true na the most awkward romantic dialogue wey i don see ,Negative
abeg no pay for misery,Negative
fake tori movie,Negative
father of todaydey too simple make e dey cinema e no dey horrible as e no dey unwatchable e dey too simpleeverytin for father of today na skin and bone e dey low as possible ground floor basic di acting dey free di production dey simple and di storytelling no dey professional,Negative
i dey hope for another film wey sweet wey dem go feature her this movie no deliver on that premise flashback after flashback hin leave the movie unconnected and hin no give reason to care for any particular character,Negative
anybodi wey tell you say this one funny dey lie give you,Negative
na trash    di movie dey pointless with terrible acting and di character dey very shallow,Negative
di movie no good at all,Negative
e no dey recommended na foolish movie i hate every single solitary about am awful rubbish    e no help say di only tin wey make sense dey always come at di very end  di soundtrack inlude a nod to great fela anikulapo kuti ng   that side   ultimately 2021s  the harder they fall na plainly stupid movie and e no dey finish  part 2 dey come nonesense ,Negative
di movie good small e no great but e good,Negative
this movie dey foolish,Negative
wetin happen na great waste of mo,Negative
such a shame the vendor na shameless money grab na mountain of mockery wey dem build on greed wey dem no fit deny am,Negative
which kain waste of time  na average at its best,Negative
this na one of the worst films wey i don watch,Negative
e dey dull and unimaginative,Negative
shey budget no dey for subtitles   list for actors no dey,Negative
house of talents na house of horrors terrible acting,Negative
e get problem wey dey force message on di view with voiceover wey no dey realistic and drastically change in characters behaviour through di film ,Negative
i dey too dissapointed,Negative
e lack deep comprehensive and thorough,Negative
worst part na di desperately annoying music wey dey play continuously throughout hin make talk hardtohear and in plenti cases wey dem no fit hear am completely,Negative
i no fit sit watch that movie because na nonesense e be,Negative
dont  e too bad,Negative
na 25 minutes i get and i no fit handle am again,Negative
e no dey recommended for pipu wey sane,Negative
worst  e be like pigs potty e waste time di concept no dey logical,Negative
story wey dey too soft wey dey carry di disturbance wey rule di unfortunate romance,Negative
i just stop to dey watch am for middle i feel say e fit get better but i doubt am,Negative
like hin title be the garbage school prove say di case of garbagein  garbageout deep,Negative
e dey very bad from di actor to di story i no fit believe say thid film make to netflix e fit be say dem no dey get film again and dem dey find z movies,Negative
di plot dey terrible and di acting dey terrible,Negative
di story dey interesting di acting and casting no too sharp,Negative
di storyline no really be 100 di acting dey poor and and e dull e no get suspense and e no get large storylines by di side,Negative
make you dey hear me i no too watch am after a stranger give am to me e be like say nollywood na tin,Negative
a well made and steady look at di people who don lost for di madness of crowds,Negative
e dey very dissapointed  fighting scenes be like joke effects dey horrible cuz e no dey,Negative
bad facts e no dey passionate  very sad story,Negative
na poor mess,Negative
as far as comedy dey go your excellency na dead pesin na fresh dead persin sef e get only few spams of laff to offer a joke here and a laff there for most part however hin give di hall graveyard silent na story of big faliures misfire and misfire scene after scene wey close to di tune of repeat angers rather than lols,Negative
di movie get crisis for identity,Negative
enitans trauma dey enjoyable but na for wetin we learn some kain new truth for here,Negative
a credible ending fot chane my rating to di one wey high this one na for 1980s,Negative
really stains nollywood  this film get bag plot motivation or character development,Negative
i guess say no be comedy   di way wey dem shot make am be like say na comedy,Negative
nollywood dey do movie wey small small children dey do wey dey fear person wey hin dey replace creepiness tension and terror with comedy wey dey indecent wey di scene just long anyhow and everytin just dey irritate pesin,Negative
e dey very terrible,Negative
chief daddy 1 get weak plot but some laff wey serious make di poor story sweet di second one wey dey come no get ant plot and e no dey funny at all,Negative
newcomers go dey confuse by the confused word wey dey di context and motivation of characters wey thief di inner lives by a akward script wey dey clumsy amid the melodrama and speaktheplot dialouge ,Negative
kpali no get anytin di movie dey useless kpali na bos wey empty na foolish and baseless story wey no need make dem tell am,Negative
this movie dey very poor wey be say na di first half hour i watch am reach or so after i don try two times,Negative
despite di setup wey dey historical fascinating 76 struggles to tell political story wey dey together and hin lose hin thread as di personal subplot wey take di shine of di event of di coup,Negative
e no dey based on any facts,Negative
e just happen say di guys wey good na brown skinned and guys wey bad na white skinned ,Negative
i wan watch movie wey bad before but this shit dey crazy e get plenti twist and turns di obvious green screen obsessed,Negative
i dey expect more than wetin hin deliver ,Negative
di sound quality of di movie dry and e no too contribute to the movie than desirable experience,Negative
na real shame we see am earlier today with a small audience of ladies and guys couples and individual dey resemble na everybodi wey dey di hall dey irritated so na like that as we comot for di hall unusually a lady stand for door we suspect say she dey work for di cinema she kon ask everybodi together say  wetin you think about di movie as if say dem don rehearse am before wetin dem talk be say na rubbish movie and very stupid na hin all of dem shout wey dey echo from one pesin to another e no suprise us because we don already no say na wetin go sup be thats,Negative
this one too bad,Negative
i no fit believe say di plot bad like this and di actors no comport demselves in a way wey be say dem believe in di script,Negative
di enemy wey i no na real lazy concoction everytin about am dey below par  even di police woman shows di back of her id card at di same time wey dey effect an arresr  whereas na2019 and aki  paw paw mistake such as untenable for cinema e dey entertainig,Negative
to summarize di plot hin don dey leave like sieve,Negative
dem dey really stick with di hamfisted christian information e just be like sometine wey take long unnecessarily and hin audio mixing too bad ,Negative
hin highlights include acting wey bad shabby storytelling,Negative
this one na like high school project ,Negative
na waste of time,Negative
movie wey dey simple,Negative
e show say di producer of the good na scammer wey show say dem be filmmakers dem dey do am like say make nollywood get bad wrap for cinema,Negative
after wey di short play don show e no dey reccommended,Negative
na waste of time  e dey mislead pesin,Negative
e no dey possible make pesin see this as anytin,Negative
ok na from di begining this film bad di script bad di directing sef bad and di actors sef dey very bad,Negative
this one bad for plenti ways,Negative
e dey boring and e no dey consistent di narrative choices plenti wey dey confuse,Negative
papa ajasco come cinema  with foolish comedy wey dey very very funny and e dey pretentious ,Negative
though di central performance dey immpressively raw farmings wey no dey compromise hopelessness wey drown out di interesting story hin make am far tougher watch than it neds to be,Negative
di road to mediocrity clear with good intention,Negative
i wan di time for my life back,Negative
plenti times when a movie lacks plot and acting wey good e go get some redeeming qualities but chief daddy 2 no get any ,Negative
among bad production and unstable acting dagger talk story wey no dey original in an original way complete am with twist wey no dey original and turns so much wey e end up feeling confused broken and oldfashioned,Negative
hin start decent then hin crash and hin burn ,Negative
real life vs very bad performance    but na shame say we get sometione wey get meaning and wey show colonialism as evil and repercussion wey happen when dem dey attack di terrorist,Negative
di comedy no sweet and di main talk weak and e dey unenthusiastic to even make person laughs,Negative
be like na one of di worst tin wey i don see for decades storyline wey don break completely funny premise and di acting na one of di bad one wey i don see,Negative
horrible na waste of resources,Negative
that kain acting dey very poor so amateur e dey amazing dem get am well if you get acting wey bad like that hin dey always take di movie away no wastw your time,Negative
di change dey very bad di score very blatantly bad di story dey everywhere,Negative
di movie dey very irritating and distressing na when hin don finally over,Negative
despite fine performance by thandie newton and chiwetel ejiofor di clichriddled yellow sun dey burn cold ,Negative
dull plot di acting stiff di movie dey very bad,Negative
na bad performance for novel wey good,Negative
e dey repetitive and dull kasala na di confam waste of money energy and time,Negative
waste of time  i be jamaican and i dey displeased say this movie get jamaican flag for the cover very misleading,Negative
e dey soppy and e dey tourist ,Negative
di acting bad,Negative
anyone wey sit for this kain foolish film go subject demselves to a litany of disgusting raist and sadistic incidents,Negative
e dey lack di christmas spirit this movie i no get anytin to say actually e dey funny interesting,Negative
baby steps no be movie literally  na crap,Negative
only when di protagosnists lives dey at stake  and bombs drop  shey di piece dey truly come alive with a sense of muchneeded urgency,Negative
e dey cheesier than disney e dey badly made e look as if dem don make am for month for sure and na hin be di best at being mediocre ,Negative
na only for broad nollywood comedy mode e dey always feel truly convincing,Negative
di enemy wey i no na substandard mess,Negative
but di sound no dey always go,Negative
e no go wholly wrong all at once but if di filmmakers no lodr di thread and stumble and lurch and pad this tin until nollywood  na bollywood length without di wit warmth or content to justify am,Negative
i no no which kain shop wey dem dey run for there for ebony life but your excellency na embarrassment to their eminencein productive values,Negative
i dey try get a grasp on nollywood but na this film worst pass and e no encourgae any digging at all,Negative
why you go waste plenti money for producing movie wey dull like this one,Negative
di movie left so much to be desired,Negative
disappointing,Negative
e no dey recommended di eve na sore disapointment na another forceful comedy wey no dey funny be this,Negative
i regret say i watch this movie,Negative
notin dey to write am about,Negative
superstar movie dey glitter like crazy but e no get carat,Negative
story wey dey interesting dey here  no hin be this,Negative
no watch am    honestly this moivie na di most useless ever i no fit believe am say i watch sometin like this,Negative
a rose for freddie na unfortunate drama wey never get another notch in the string of embarrassments nollywood wey dey sneak inside cinemas,Negative
do wetin you want,Negative
and this one no be comedy yet hundreds of example dey wey worse pass am,Negative
a shame say a film get this kain sweet backstory  ,Negative
this movie dey poorly made e no dey interesting so far fetched wey i no fit even talk say e worth di time,Negative
disappointing,Negative
this movie dey too typicale too stale e too local  e too dumb ,Negative
na waste of time  this movie bad e dey very bad,Negative
i wan rate am for 7 before but e destroy di movie with abrubt ending ,Negative
no be movie a series of notin wey strung together with sanctimonious messaging ,Negative
di movie dey terrible e too slow e get bad acting and bad dialouge,Negative
main issue na all of di secist element wey for di story dialogue and camera work acting na hit or miss,Negative
starts dey okay but so disjointed and script dey lousy  di film na waste of time,Negative
if you be sucker for yoruba movies e no wrong to be one you suppose know say alubarika na another rub for di mil yoruba mov,Negative
e suppose don be a great movie but muddles along plenti scenes rushed as e dey cut back and forth between di historicakl backdrop and di love melodramas,Negative
utterly e no dey recommended,Negative
a nausesting soundtrack wey di singing of the title ajibade on over  over again na di lead actor sing am maybe for cost cutting or worse a consequence to dey believe friendly lies affirming to musical prowess wey no exist ,Negative
i watch am against my will,Negative
so this na disjointed mess of a movie,Negative
meh thank god say i read di book this movie version no do justice for chimamandas story at all ,Negative
terrible,Negative
di film worse pass di room probably na one of di dumbest worst films wey i don see for my life 0 stars  if that one dey possible,Negative
plagued by everytin dey from terrible story telling to shoddy production to generally acting wey dey verybelow average,Negative
di opening scene na reminder for di early stges for nollywood and no be for good way,Negative
e involve an odious acting and terrible storytelling,Negative
e dey spooky and atmosperic with a slowcreeping dread wey no too pay off for di end,Negative
di story na one of di most clich storyline from late 80s and early 90s nonsensical romcoms wey no make any sense at all,Negative
unlike that one wey no get ghost to boast of ghost and the tout too no sabi say di moviemaking na brainwork and no be to dey use cinema to do yahoo abusind stardoms to fleece fandoms sadly,Negative
e acting poor with shallow character ,Negative
brain go pain you tire,Negative
again and again bias bias,Negative
di worst music scouring ever,Negative
