text,sentiment
kidd dey owe biggie e dey laugh,Neutral
na shearing life issues with beautiful oy dey ball i just wan ask you ooo this thing wey dem dey call miracle don happen to you before oya gist me remember say you fit drop your comment for here or for whatsapp or for text message for,Neutral
hahaha i dey tell una na borrow i borrow the car do lagos big boy o,Neutral
lmao na so dem dey talk,Neutral
lmao na only reason i fit reason am na there e stop,Neutral
where be that place una dey chop bole for awka oh agu jim,Neutral
youre receiving jpegs oluwa wetin dey happen,Neutral
i wan comot teeth,Neutral
so that line in motivation wen say weda pikin no go chop go school nko,Neutral
abi now i no dey put big money for game sef to save tears if e cut,Neutral
wetin i dey do na to spill am inside plastic apply small heat for like min or less then rub on where you wan use am leave it till it dries of then use a moist cloth to slowly wipe and youd see magic,Neutral
so you sef don notice am,Neutral
una sure say this girl na really asian or na igbo girl,Neutral
the knife wey man make na him dey slaughter man,Neutral
once pastor do naming he hands over the pikin bubu don do hin own na abi how u see am,Neutral
we plenty o me sef dey wait for my own supply,Neutral
anon abeg na the birthday gift way i de find be this,Neutral
nor be una dey find proof,Neutral
braaaa i nor know o as dem dey half time for euros qualifiers na make me change channel,Neutral
na you act sleep na season to lol go sleep night don come,Neutral
them dey the original meetin na when d guy back out na him don p plan without them,Neutral
i dey tells una draw bois dey wait for sef,Neutral
see d way my guy wey be doctor dey prescribe orals and i dey whisper injection for inside e ear eh,Neutral
abi dem don offer u thighs for croaker fish,Neutral
chairman get chairman wey get chairman wey get chairman there is levels to this shit,Neutral
lagos dey vote delta dey appoint,Neutral
lmao dah woman wey sey i no carrim come dem dey forget pos,Neutral
motun dat cindy don dey too talk about kaffi ooo listen and put ur eyes down ooo,Neutral
e don press p,Neutral
no be same place abina wetin again,Neutral
be d herosugariwu alubasaso if person no buildokpa restaurante no fit be hero,Neutral
how dem take dey vote,Neutral
jisos christ  i don tell you if e sure for you tomorrow to wednesday before you go kd i no want long talk make i see how you won drive your car go kd by thursday na mumsi go use aboniki rob your body,Neutral
u bin don enter naija,Neutral
ah e don start,Neutral
oluwa wetin dey happen,Neutral
like my guy said this benin na men dey control rain im not even doubting him,Neutral
akpors gud morning abeg help me wake my guy emmanuel james aka change oil and him wife to be weh be favour amaka den make you wake ebuka and wazobia beauty and kings warri boy abeg pour dem cold water,Neutral
ebe apex charlton agbakoba park na frontline di anyi nsoo,Neutral
na wetin una dey talk,Neutral
lol e get any place wey dem no dey impact sir,Neutral
after this girl sent me about pictures that she snapped yesterday because today is her birthday i still never wish am girls please na all of una dey do this thing were those pictures sent to all her contacts im legit curious,Neutral
wetin we dey use chop am bread or garri make i dey come,Neutral
the one wey i sabi don comot but he still dey support from outside,Neutral
i dey the warri now i dey with the area now i dey with the boys when just come back from krench i dey the street now,Neutral
nigerians which pesin pikin be this,Neutral
person de back de touch am,Neutral
me sef dey think am oo,Neutral
i dey road dey go mosque,Neutral
you dey do fitfam na,Neutral
help translate to english e don tey since day break,Neutral
omo na who popo catch na him b criminal,Neutral
wait na lalana una dey talk of or van dijk,Neutral
fuck na true o na another seun dey there,Neutral
italy wetin dey italiate,Neutral
nope the way dem dey mark me eh,Neutral
na dere dem go see u,Neutral
na na na na girould,Neutral
make them talk oun tori lobe to fi waro owo make dem talk,Neutral
like people wey dm me the day wey i post my oux say i go complete this year dem don see am,Neutral
yea i don check am wetin dey there na,Neutral
see u me wey dey dust ndums and uyaka,Neutral
you sure abi e dey watch him weight ,Neutral
dem plenty wey de call am like that especially for this location,Neutral
e dey be like dat sometimes,Neutral
between yesterday and today sef,Neutral
wait fess make my gee chuks tell me as e dey go,Neutral
me wey dey ikeja,Neutral
shey na for mouth e dey enter gimme,Neutral
na we dey rush our phone,Neutral
na question na my g,Neutral
na wa oh wetin dey actually occur,Neutral
the one weh pepper dey inside weh dey move minds,Neutral
i don dey here for so long,Neutral
wetin i do,Neutral
na una dey fly come benin airport,Neutral
oluwa wetin dey occur,Neutral
waste ke ijesa o gbodo sunwo nina went to see a movie with wifey i was wearing a armless top then d ac con dey blow pass normal cold start dey catch me wifey said make we dey go i look am likego where ki k jona just like that noo ma we must finish am,Neutral
because surname plenty wey dey similar and they all always assumed that it was rukia that have him his powers,Neutral
if na you wetin you go do,Neutral
who talk say na wetin light skin dey cause,Neutral
abi u nor dey hear wetin rema dey talk,Neutral
na pius them wan sell now see okoto,Neutral
lol no insults na why u de insult me na dem say de b apex bank who maintain the external reserves of the country promote monetary stability and a sound financial environment and to act as a banker of last resort and financial adviser to the federal government,Neutral
na wetin people wey get money dey always talk,Neutral
make e sabi cord,Neutral
lol na so we de call am oyell,Neutral
keypad dey press hin sef ,Neutral
you fit send lati number abeg,Neutral
lol you wan steal am who be the omoaye wey dey your dp,Neutral
na so i fit chop am baba d swallow no go fit flow well if i no mix at least i must mix soups if i wan chop if na yoruba cafeteria na chop like or soups nd its flows tru,Neutral
omo this one dey real if na you be the guy what next,Neutral
hannadon comot asin new seasonmake una de update person,Neutral
see abeg make una answer this questionwhich bank in nigeria is the best put mouth this mata,Neutral
just tey dey for this week oh,Neutral
na so e dey look like now o,Neutral
wetin de ballet,Neutral
i don dey plan my own,Neutral
person wey dem done bury for months now,Neutral
but ermmm the senators own dey somehow constitutional e dey budget na,Neutral
wetin dem dey find for the test,Neutral
orange room na for owerri na,Neutral
maybe na she dey my front sef,Neutral
and go dey do like tom and jerry uppandan spectators go dey comment ratings go dey pile me i just need,Neutral
na man wey dey reason dey scratch bear bear,Neutral
malik woman na like voice note we just dey hear am but we no fit see am,Neutral
they are even the ones that owns onitsha and you dare not mess around with them cos they will serve it to you as e dey,Neutral
na only you waka come na lol,Neutral
una governor said him don do roads finish wan enter airport gon buy jet,Neutral
abeg weti this boy dey look,Neutral
that na if i don the run late buh i bathe first to clear sleep commot from eye,Neutral
na wen soup hot na im you take da chop am,Neutral
na wetin him de like do big teams dem go do am today,Neutral
buh some don dey drive for ages and nothing changed,Neutral
e con be like say na final match dem play,Neutral
na wetin dem talk,Neutral
na frm friday night we dey take sabi how saturday morning go take be,Neutral
bae bae bae baby o now i don dey act like a stammerer if at all im gonna shoot im gon shoot with my camera kindly help tag and till they see this,Neutral
how she dey feel if she dey see this pikin,Neutral
where dem con tk dey sell am,Neutral
if preeq see toto e go charge like say e fit do something but if e enter see wetin others have seen e go bow,Neutral
hin go reach my side too,Neutral
how far na how u dey shey rain don dey fall for ur side,Neutral
baby this your yansh na shitor if u gree mo ma latan part two ati part one part two lati pa won i go fit to change your catwalk and change your life join every day na to enjoy open and close like a laptop o moni ko tito o rora o,Neutral
for this one wey una don talk so i dey resume tomorrow abi evening session dey today,Neutral
wen u go show dis side,Neutral
ok na i tweet u on dat day,Neutral
i hear say na lasu old student write dat speech for cbn governor,Neutral
i used to work monday to friday saturday na pl sunday na sleep,Neutral
funny i dont even know her bro yesterday was the first time i saw her picture she is not fam na her husband me and her run matter sef,Neutral
wetin happen biko,Neutral
baba me don dey used to am,Neutral
people dey wey nor dey sleep,Neutral
you better tell us if na u e dey happen to,Neutral
oluwa wetin dey lovulate,Neutral
lmao na monthly subscription hin dey on,Neutral
lol na to dey buy flash drive per project dey enter bus go give them,Neutral
na for mulla to dey make bed dey wait alupu oo,Neutral
warri people gather here abeg wetin be the meaning of yonda,Neutral
bros this ur counting don dey enter half a million oko muma mu fara ne,Neutral
oya make una do una own abeg,Neutral
im loyal i dey learn where you dey na,Neutral
e don tey naaa,Neutral
omo if i go and print my statement of account from last month and this month e fit be like pages pages na atm withdrawal pos purchases and airtime recharge go full am the remaining na deposit wey enter am,Neutral
na person wey get car dey get mechanic,Neutral
abi na rain shall dey fall,Neutral
wen u ar dating a responsible womanhello babe im at market square now wat should i buy u wen u ar dating slay queen bae im broke i need urgent k muah but wen u dnt date at ol u get text lyk glo dear customer migrate glo berekete and get n wlcm bonus,Neutral
guyy na so we dey see am oh,Neutral
zlp candidate e be like na lg chairman the man wan be,Neutral
e pass sef e rich oga zayyana days sir alhaji muhammad gajo,Neutral
where una dey find all this gist,Neutral
o ya i don retweet make i chop your money for the first time,Neutral
blast  wey i buy for august don cross the ,Neutral
when you go enter villa follow ichida before oye sef enter  you drive dey go awka abi nibo ,Neutral
you don buy your ticket for s wey go shellle by pm for delta mall,Neutral
una go chop am this season sha make e start,Neutral
lmafooo na for mini mart wey i go buy fuel oh if na for house e suppose don finish since,Neutral
opontoke im not watching na i dey watch ball,Neutral
if i don see biodun handle sef i dey confuse if na arsenal or man utd fan get one time wey baba go join utd,Neutral
see eh those ones dem dey sell for traffic,Neutral
omo i don off gen na come terrace i dey lidis o,Neutral
nah why we dey switch up to pidgin or yoruba tori kpe mi o le kpa ra mi,Neutral
u say what haunty wetin dey occur,Neutral
e all the way,Neutral
ebs still dey,Neutral
omo if na you wetin you go do,Neutral
you wan hear wetin dey happen for room,Neutral
me ooo abeg i de here,Neutral
inbesta iniesta dela porta e be like say na moon dey up abi wetin u mean,Neutral
mafo himself wan put am for our body nii na,Neutral
please stop late night meals your belle don dey big oo,Negative
since burna dey make music for this kind p when the time reach na fem guys con dey jam i no wan push no agenda e jus funny,Negative
na so one bros run go e papa house yesterday afternoon for my area dey shout upandan say area poison e smoke,Negative
we don waka be dat chaiiii,Negative
so i slept off and many things happened when i was saying stop shipping some were calling me bitter cruise on this show una no dey hear or hv a fav anywhere his or her belle face u follow it wil end in tears david is the ultimate scam for now next,Negative
dey don break bitcoin heart bitcoin wan do fresh start on top our money,Negative
diya is in love and he doesnt like me again bastard no wan come magodo again all him weekend na for love im angry,Negative
wetin happen na wetin itua do you wey you just carry am go like that bring my bro back please,Negative
so if that one talk to me anyhowyou sef want get mouthif i slap una,Negative
abeg i never get plenty money to day spend abeg nah god name i dy use beg una make una no dy steal my money again k airtime don finish and i no make call reach hour ehhh wetin i do una,Negative
punching bag yu are hit me hian na so dem teach u the floor while yu squating what to hit,Negative
pork is fucking expensive fr fr k nkwobi pork no reach pics na to dey use shawarma las las dey chop my rice,Negative
people don dey find themselves from twitter oo and that ilorin where everyone knows everyone twitter drama can become real very fast,Negative
na go visit this one if to say na my money be like say you dey crase,Negative
fear this man during his test period dont even think about not reading for his test if not na na na failure go day rush you,Negative
them dey back the man e nor know say ball don change,Negative
sugar daddy everybody dey manage e reach your turn you kill am no be so dem dey do something oo,Negative
forex trading be like baba don put hand for head alot of persons make the mistake of opening multiple running trades abeg how you wan manage them without running mad,Negative
wetin i do una so them dey keep friendshipwell do ur tinno wahala,Negative
i say u no get sense se i know say after reading u will still mumu come here we dey wait for ur own reply where u see say stanbic no obey cbn ur mumu say u get other acc somewhere like say u no sabi wetin bvn dey for ani se o stupid,Negative
ben arfa na petty g see as e pain presido,Negative
pedro sef na wa,Negative
na so e dey take start,Negative
who wan mumu go mumu even if king solomon na e father,Negative
motivational speaker wey nor dey do wetin he talk don drop quote,Negative
hello i made a transaction of kairtime top up i was debited and never got the airtime its a week alreadyabeg na student i bemake una help me check before i go come beg una for garri inside your office thanks,Negative
be like that thing wey dem dey use kill fly with electric shock,Negative
me yayi zafi ina ruwanka kuma e no concern u e no concern u abeg stop bn a cule pls,Negative
person way no dey collect nysc allowee again na small thing dey vex am,Negative
caleb university babes dey knack fire fear them them go knack you till you cum blood like say boys no dey the school  make babe dey tell you say youre not that strong in bed after four solid rounds  if she tells you faster fasternigga just pull out and go home,Negative
you never even vexme wey go camp their branch i want to speak to your manager i say i want to speak to the manager,Negative
jack don vex,Negative
as in ehhi na e propose mens anoro somewhere na e dispose it is well,Negative
lol my own sef na apology,Negative
to be last born ehna crime these ones don turn me to house boy igwe unijos like me,Negative
baba segee aka benson of all time baba ayo the way this animal kingdom is moving na that you ebsu certificate de go soon chop and that pharmacy license of urs go soon go downtown,Negative
you drip finish dey talk about respect over money let the money comot fess,Negative
the way una dey drop threat for twitter funny like sey e pass make una block the person,Negative
na who be this oo dey don turn my brother to girl ooo,Negative
omo nigerian news agency no go kill me with bad news una no know say country hard nii make una dey throw in good news once in a while nau,Negative
una dey always wan form devils advocate reach out to her richard,Negative
i dun evn want ebira agn sef evn if i no do local woman cannot can,Negative
when una governor don finish una drainages una fit come back come brag,Negative
shut up jooor na people like una no go let person breath thats how some knuckle heads in customs decided to send innocent ladies to dead zone cos they made a video im so tired of the way people of your generation think its freaking annoying,Negative
im always active on your page but if na giveaway time u no see me again why nah abi i kill your pikin inside water,Negative
you when be like who dem select comot for beans abeg fly,Negative
abeg leave the mugu he think he fit fool us the way e dey fool people for him area,Negative
my sweet sixteen she leave me go married years old before before she talk too much she told me shell never let go now she want a man like dangote she no go stay if the money no dey she no wan follow small boys dey play she no wan follow small boys dey wait,Negative
husband wey dey check wife phone na sars,Negative
nna ehhdis chloroquine injection dey scratch me bad bad ouch,Negative
your mates don watch got finish na now you dey carry book read,Negative
thats the thing i dey stay abuja k nor be big money it doesnt mean its not reasonable but nor be the way people dey look am my guy before nysc i was earning a month in benin i thought it was good money but my guy e nor reach,Negative
prof will just wake up and tweet something e be like say gotomol don dey supply am with weed,Negative
dr all this english sef i dey see mechanic i dey see onion i dey see express road i see police sef e still no stop the fact say bank wan make us dey bank our money for house ooo,Negative
ah yetty no see where the punch dey come from sha as she dey go low baba dey go lower babanla tactics,Negative
imagine recommending books for sammy na me fuck up person wey dem use novel swear for,Negative
just now bro its sad man the funniest thing be say na person wey don dey support him videos upload this one e con dey abuse ham now hows that guy gon make it in this football world man is a youngster and doing like that what will happen wen e turns damn,Negative
all these brand builders trying to manage and monitor nengi lifebetter patronize her shoe line cos una noise making don too much from one complaint to another una no dey tire free the girl tufiakwa,Negative
since it luks likely dat buhari will win wen d time comes i dnt wnt to hear cries frm ncstateskogikwaranassarawa nd couna well don o,Negative
he wants to sound well informed na ozwo of the highest order rt idiot say na chronological age what the fuck is that e for jus,Negative
e don spoil mbah no de for us again  who go de for us now,Negative
abeg obo you don pass this thing wa you won do if na burna dey ask this question i for understand,Negative
lol oh so no be say na the food actually no make sense na because of the people wey dey eat am i get but akpu na bottom tier good or bad all dey smell,Negative
las las na una dey trend the kind invisible by unaselves by asking who she is,Negative
lmao if na cahill dem give that ramos back pass he for don lago,Negative
the numbers of snake wen them use take act snakes in the plane na go swallow una destiny wen una don arrange,Negative
if offside na goal higuin for don score or by now,Negative
guy everywhere you turn na beach pictures but man dey on top couch for house dey press phone,Negative
when dey removed dat babe dey removed the drama from the house,Negative
god i hate this kind of thing u go dey explain a character in a show or why u like a certain music and u will see how they start judging u e dey pain wallahi,Negative
i taya for in matterif person talk now dem go say na hate,Negative
lmao you sure say this guy nor just dey mumble words when e dey take am,Negative
you go dey hear so the oxygen go con meet the methyl group con form leaving group sha the end product na secondary alchohol shey you get bro i no get,Negative
wahalawetin dem do dis guy last last,Negative
you just dey take people papa dey play jogba abi you sure say you dey any online you nor get my account number which one k again,Negative
i told them i wasnt pregnant oo but dem wan just collect that k,Negative
medicine girls like dem no be dem go chase youna you go chase dem ooo,Negative
warri twitter una head dey shakeperson nor fit get girlfriends because i be una guyplis dears ive moved to ibadan twitter,Negative
church is the best place to cry after a breakup people will think its the holy ghost but na only you know wetin dey happen,Negative
when na to de pursue them torres for nyash you sabi how you go know ball,Negative
which kain wahala be this na naija no good naija no good but people go dey carry sickness dey come naija i pray it is contained and we find the cure here amen,Negative
e be lyk say una dey ment what just happened to the last in my account just now u guys just turned me to broke girl,Negative
yo guys e don happen oo pls like tweet so id dm you my account details nothing is too small abeg rt my helper is somewhere,Negative
with over k followers on twitter he couldnt poll k votes in an election of over m voters revolution k una dia,Negative
e be like i sabi the mumu guy na to carry an go express,Negative
the kind water wey dey drop from my body eh fan dey on oh malaria is shit ,Negative
kai this gala matter pain me pass the dstv thing sef so this guy just use style call lagosians in traffic pigs,Negative
if na man utd now rashford go dey play rubbish,Negative
this table wey you de shake so,Negative
even off campus dem dey wreck,Negative
baba help me i cant afford to miss this job all i need it small boost so i can travel down the uyo from ph e no easy to get job for this coro period,Negative
twitter na dem done do naija kill switch na to jump start am remain,Negative
the shoe nor even be your size borrow pose i sure say you dey carry filter for pocket waka becos all your picture na filter,Negative
louder my brother it is becoming a norm in this street weda na advance almajiri be dis i no knw,Negative
people wey dey see correct knacks no dey tweet about am,Negative
as we dey resume for aikomu den u go tender ur box for seniors for gate make dem select wetin dem want,Negative
lol stupid annoying thing next month i fit fry my own egg sef,Negative
tonypls stop calling tht name corsecana whch kin country be dat sefin all my yrs in geographydat name nawaa,Negative
dear liverpool fc why is it that every transfer window we must cry and beg you guys to do the needful this our current squad is ageing already una dy test my loyalty oo abi transfer window don close for anfield make una sign players before one or two go happen,Negative
for my mind i don save k as i reach where i wan memory card the lady don bring out the memory card e remain make i just open back cover to test the card na fufu dem sell for me oooooo,Negative
my guy we dey together na u wey scarce like water for desert,Negative
car wey woman for don buy give you since buh no you no wan dey useful ,Negative
this whole gist don sour don spoil don bitter please stop,Negative
when simi tweet em tweet oga come dey look for clout say her music dey make an sleep na wetin you dey find for twitter oh oh,Negative
ai ba im unfortunate na sa ba people dey ment for this app,Negative
where una for dey see this money you even get balance omo,Negative
leaf is a leaf but i kno ull get tired too just dey waka like dat u still under nothing to see,Negative
them done start everything na kill for una,Negative
why dem dey mess una up like this na,Negative
aunty e be like say you go go find this boyfriend wey you wan build for your head ooo,Negative
come u this child leave me alone na na u fess snap person pishure na bcos of this thing i dey see family members run so,Negative
lmao reminds me of one babe that said i make you erect i have that much power over you lol something that even if na small breeze blow e go stand abeg,Negative
egbon for your mind una dey deal with manutd now ooo,Negative
d correct dey learn better ones o know say na bad bad ones go dey your head,Negative
can you just shut up abeg like shat up sheybi na your pikin them burn you for her mouth dey yarn okoto like this,Negative
make una help me ooo i deposit k inside my sportybet account since morning and then no fund my account na pending i dey see since morning,Negative
them don talk say anything wey premium times like make them write about peter hin tu lai say nah distraction from the nasco fiction by their award winning journo the agenda is not for a better opportunity or better nigeria the agenda is to push their own narration ,Negative
e don me like say i wan manyaaaaaa oooo,Negative
lmafooooooooooooooooo one night for club we dey chill omo babes joined our table na hin my guy carry one begin kiss me i dey busy with one hin finish pass give omo me i go outside come still carry same babe think say i catch babe carry comot outside kiss,Negative
dem don remove e sense now,Negative
money don finish so na babe giveaway he wan do,Negative
wahala for who dey put clothes wey hin cherish for machine,Negative
them dey use our future dey gba oringo,Negative
but seriously all these females oap in enugu need to stop all this plenty english when theyre on air e no fit some of una at all,Negative
he hushed everyone in his words the trust wey i get for una una don break am this night who come tiff phone wey dem dey charge for my room i could only hear frogs croaking from the gutters outside the silence was epic he had a generator and he used to let housemate,Negative
a broke guy coming to profess his love to the same woman for the th time womanthinking out loud wetin this guy want nah e no dey taya,Negative
why you come dey vex like na you get the shop and the food na,Negative
this kk matter don strong wetin u see for d wazzup be like the guy don show u some documents hehehehe,Negative
you don dey kolo abi nah weed you smoke warri boys just com see him wrinkled face you hala area and you nor know wetin dey sup,Negative
wen me never buy one sef this life no balance truly,Negative
we dey post buh dem no dey like or comment,Negative
ken no fit make heaven sha,Negative
what is these peoples problem sef now now dey don form swat but our demand was taking a process shey we are a joke to them in short ehn  did we say we want change of name ni ,Negative
e don reach my own u wan come change format,Negative
please make una carry una problem dey go no be for my timeline,Negative
the way dey find one goal these days ehn you go think sey him sev support goal wey kanu dem do that time ni,Negative
na e cousin you kw say e dey against obaseki so na obaseki camp nai play the guy,Negative
make una do giveaway with some looted funds na,Negative
na only when woman dey come person dey clean,Negative
my dear i dey fear e don dey reach this side ooo,Negative
when you don comot the whole thing from body you go con consider say knacks no worth abj house rent,Negative
why una dey rush person sef let them be,Negative
na the wc wey she go sit down on top i dey pity,Negative
do u even care about my mental health see wetin u dey chop and i never chop since are you sure you care about me bayiii,Negative
wahala be like nigeria e dey paint pesin black,Negative
e don tey wey mans begin see heartbreak,Negative
how una take dey calculate the time una take know person sef,Negative
na when you need help people go dey ask you all the things wey you do wrong,Negative
bro na waiting the country de push us to,Negative
nothing dey your eyes na just nipples i dey see,Negative
but dem dey dispossess the m midfielder na,Negative
i seriously dont understand chelsea fans complaining about werner whos putting in all his best for the team make e cut em gbolla for una before una go know say nah hard working player,Negative
so ur part of dem too see d way dem dey shout for here too,Negative
una to dey fear,Negative
dem dey use people dey catch cruise,Negative
my parents don go already wetin man go do na,Negative
i must be really doing something wrong na these same ladies wey dey air me up and down if i approach them be this the one wey no air me go get poor communication skills i go just give up e be like una dey script all these relationship because i no understand,Negative
if e go cause wahala oya lahawa am,Negative
lmfaoooooooo same boo i don unstan her cos katikati e ti poju,Negative
everybody dey bring out all the nigerians when dey their clubs if una prayer really dey work we for win world cup,Negative
eyahhhh oversabi na im dey do you,Negative
just negodu this one wey we dey na heaven how hell wan take be oh god have mercy on us,Negative
small attitude problem una go pursue players wey get actual talent comot zaha memphis di maria rvp and very soon paul pogba yet these mediocre players stay here for years and are referred to as legend ps when is phil jones signing his contract,Negative
e be like say these elites no know say erica don also lose all the money wey she win,Negative
asin i dont get d story like u caught u guy cheating on u and u asked about d girl and all and later found out shes pregnantand now u asking if its a sinhaaaaaaaaaa na different kain girls dey this life sha,Negative
if made in lagos win na e be say grammy awards don cast,Negative
no dem no dey alright dem go mad,Negative
exam na school disease uj students are highly contagious right now abeg make exams no be part of school na wetin una think,Negative
you dey talk rubbish rilli try am for dubai na their police to arrest you forget say dubai na muslim state,Negative
go market go buy cow skin na cow skin no fit sweet like ponmo sef imagine person say peppered cow skin,Negative
go ask wetin happen wen i score adamawa keeper dey there dey find me for aerial ball witch,Negative
sugarhlp me ask rkoeman say if naim be everton management or fanshey e go dey happi,Negative
omo wetin dey happen gan sef,Negative
shurrup abeg rt no be say i fine sef,Negative
my neighbour baba abeg i wan tell you something me boss wetin be that mn i wan flip my car in case you get anybody wey go dey interested me okay like how much mn it depends on the mood wey i dey when the person come me junkie paraku ni man yii,Negative
yeah the guy wants to trend dat was why e join nysc e cant trend with good music again,Negative
e be like say rufus just dey online dey wait for heartbreak story today,Negative
these people una wan make i cast,Negative
d demon na for him preeq e dey,Negative
wetin ella dey talk abeg my head is headaching me,Negative
just here remind them poison acha ele is sold at highest naira in that your village market yes they sell it in the market too so many poison wey dem fit use on you even when you dey far pin sef dey abuba eke cheap too,Negative
who dey restrict my blessings na the thing d choke me for neck now i no dey fit breeeettt again abeg,Negative
people never see one pot of food chop you have different dishes and you still they talk say you they watch your weight ogun kiiiii you dia,Negative
support football club you say na soup you wan dey support,Negative
wahala for wo e breast don fall ooo,Negative
so our oga don loose guard and mama sha see pata lorisirisi oga dey tell am say na she get pata o mama say make oga swear say he no carry any woman come house oga no gree o,Negative
i sha no understand my ig i dey see plenty followers for my tl but the number of ffws dey reduce e dey pain me,Negative
this january una don start to dey sub people haba,Negative
dem don carry lolade go date she no de pick my call again naso life be,Negative
asked my friend the difference between yakubu and aiyegbeni when we were in med school and he said that aiyegbeni na bad guy o e dey score gan but i no like yakubu e too dey trowey goal i gave up on him that day,Negative
i no dey wear etibo again sefbcos,Negative
e be like say dem don see the future i don give up already,Negative
i thought you are supposed to be lecturing us on healthy lifestyle only for you to be asking where is my king e dey kingdom for gwaragwara nation add value im ready for fight come o or say thank you,Negative
swrs bruh i don use my account number flood twitter still yet nothing nothing e con dey be me like say my tweets dey invisible main while don win giveaway form two stars in less than weeks i really wan knw where they dey install their own twitter from,Negative
hehe dem don catch ma guy with expo in dat pocket worse say e no even use am cos d exam easy pass wetin we think nd e come pay k to free emself,Negative
lmao na dem dey break my heart sadly,Negative
na only grammar all of una sabi speak,Negative
comot joor if our country no good why u no leave the country total freedom dey nija if u dey southy u no fit talk dis rubish dey go arrest you,Negative
even me as a guy i was really offended when i saw it check well e fit be say na woman way bring out such tin,Negative
my dm spoil o i don dey try reach since make him help me fix am but dem nor invite me to dinner with am,Negative
wetin dis one dey talk,Negative
na wetin baba dey talk o we no get that kind money here please,Negative
im eating like person wey never chop for days something has been packing food from my belly,Negative
deal breaker for me na the percentage you dey give me after you collect from other guys,Negative
everybody drink more water drink more water now belle don swell,Negative
i don dey try find am for like decades now wetin dey occur gan gan,Negative
i don give up tey tey,Negative
married men married men married men married men married men married men married men married men married men married men how many times did i call u stay away from my dm stay away from my dm d ones wey i get for real life sef no be sey i want abeg,Negative
yes o ekaette don vex too odem must end am since u don put mouth d matter o,Negative
screenshot be spoiling things for peeps who start to dey use am first sef small play laidisfiam fiam fiam ur dm convo is already at the mercy of public glare nsogbu dikwa na obodo,Negative
aswear na dat novel wey i waste ma time on it come score de lowest score among ma subject combination,Negative
i was when i knew nigeria was not suppose to be a country e don tey bros,Negative
mo daran where dem dey change gender plix,Negative
we don grow na village people dey hold us,Negative
please who get pool for house this heat na die abi na only my side the heat dey akure what kind of sun is this,Negative
bro i was once in dis shoe i fink i af said it before pon ya post pon ig glad my friend was wit us dat night nobody wudda believed me she beat me so tey i lo fit explain to person,Negative
na mata wey don expire about a year back naem dem carry based on normal level sakpa don dey worry dem for mata wey nor concern the other of us me trying to be a smart dude con dey won hide my nokia na so one halla you think say we be thief,Negative
hearing any plane flying over and ill be hoping and praying its the one carrying my bag this people don turn me to mad person,Negative
na middle children dey do this thing to themselves my sister dey use k for month for this same nigeria wey we dey na them dey call her to ask her sef if i complain say my own no reach week dem go say i dey waste money meanwhile our last born na steady provision and cash,Negative
but seriously why wizkid go dey do like this e dey starve us nah i pray he repent shaa,Negative
people wey dey wear clothes sleep wahala,Negative
why una wan cast this guy naw,Negative
thats one way to know girl wey nothing dey her brain just air for the record i phone is hype do your research and get back to me,Negative
gudmornin on my mynd dis mornin is hw cheeealseeee indioowo wil hear am next season shey na preseso dem dey play we sha se,Negative
na my ticket dey me important pass you people should not beat dem more than o,Negative
so if osibanjo needed moneyits magu that he will collect it fromuna kind of reasoning self dey purge,Negative
na only weeks wey i don get this license and this one already wants me to help her sign a document claiming shes got arthritis and ulcer so she can manipulate her nysc whatever oluwa this isnt what i trained for,Negative
na to dey make noise nai them sabi,Negative
like bro i don wait for this fight tire dem don too postpone am,Negative
sugar which paradiseis it d paradise of failureabi na paradise of fa cupabeg make we hear word jare,Negative
na true oh u don dey old oh,Negative
the ijebu girl wey video this stuff been dey vex see commentary nah,Negative
some girls go just carry period dey come guy house why if you dey on your period abeg no come my house i dont like what i hate gossipmillnaija mcedopikin samklef,Negative
sega am with on this one thifinubu has been rubbing the people of lagos since may ok baba dey control national union for lagos all of them na all the thugs on election day dey give bike to go around i hv seen it ooo with my eyes o,Negative
really but i wan park comot so o dem too oppress me o,Negative
sugar dis girls dy form now some of dem r even nd wife and sum of them dy marry yrs old man al dis brila girls self,Negative
let people enjoy things but fashy o e get so many people wey no fit use computer o,Negative
e no funny abeg my love for food would not even help me stop eating late at night this tummy o finish mi gan i cnt wear one sexy cloth in peace if i wan snap i no go chop food before i snap,Negative
u get time to dey reply the daft girl like say na dem board bus go saudi arabia mscheww if she blow for saudi now them go dey remind us from there how naija na bad country,Negative
today na today see as them dey drag men and women like baby generator if you don get small inconvenience with any twitter babe fear go hold your penis today,Negative
lmao gutter wey i dey jump on normal day one turn big guy i fall inside gutter dey cry,Negative
abeg who fit help me go flog that girl erica for minute so she stops pissing me off right now,Negative
you don see am de no need armored tank again e don clear now na buhari computer dem de set,Negative
the doctor on duty this weekend na just weyrey i swear small headache admission straight i don dispense nsaline and dsaline like say na small chops am do reach abeg,Negative
hmmmm world best barber na so u wan commot my afro,Negative
lmfao oloshi jati jati guy i no single so i no sabi wetin you dey yarn aboutand abeg no dey compare me with that certified virgin,Negative
na wa ooooo so una really wan see convulsing cumming lady hellfire go quick full like jesus said,Negative
valentine never even come you guys are already talking about it like its tomorrow na singu pringles even come carry di mata for head pass,Negative
honestly the thing dey vex me everybody trying to form woke on depression issue on here,Negative
lemme o dey think ive not passed dis stage b emotionally blackmailing me all d time kole werk,Negative
